gene_claim_name	gene_name	entrez_id	gene_claim_source
ENSG00000183709	IFNL2	282616	Ensembl
ENSG00000280272			Ensembl
ENSG00000267603	LINC01028	101928141	Ensembl
ENSG00000274510			Ensembl
ENSG00000234422	UBE2WP1	619457	Ensembl
ENSG00000199704	SNORD115-29	100033803	Ensembl
ENSG00000236073			Ensembl
ENSG00000264860			Ensembl
1263	ACACA	31	GuideToPharmacologyInteractions
TTDS00405	SLC25A4	291	TTD
ENSG00000251605			Ensembl
ENSG00000229676	ZNF492	57615	Ensembl
2837	TACSTD2	4070	GuideToPharmacologyInteractions
ENSG00000267598			Ensembl
ENSG00000273132			Ensembl
ENSG00000162692	VCAM1	7412	Ensembl
ENSG00000260493			Ensembl
ENSG00000153246	PLA2R1	22925	HingoraniCasas
ENSG00000255293	WIZP1	645598	Ensembl
PITRM1	PITRM1	10531	GO
Q9UHC6	CNTNAP2	26047	HopkinsGroom
ENSG00000115170	ACVR1	90	HingoraniCasas
ENSG00000135318	NT5E	4907	Ensembl
ENSG00000173726	TOMM20	9804	Ensembl
ENSG00000119121	TRPM6	140803	RussLampel
KIAA0600	HDAC5	10014	ChemblInteractions
ENSG00000126545	CSN1S1	1446	HingoraniCasas
ENSG00000235190			Ensembl
ENSG00000258454			Ensembl
54899	PXK	54899	dGene
DAP	DAP	1611	GO
ENSG00000260565	ERVK13-1	100507321	Ensembl
ENSG00000252192	SNORA9	677798	Ensembl
ENSG00000265428			Ensembl
ENSG00000091986	CCDC80	151887	Ensembl
ENSG00000164663	USP49	25862	Ensembl
ENSG00000172073	TEX37	200523	Ensembl
Q6HA08	ASTL	431705	HopkinsGroom
ENSG00000232125	DYTN	391475	Ensembl
ENSG00000108984	MAP2K6	5608	RussLampel
ENSG00000196593	ANKRD20A19P	400110	Ensembl
ENSG00000228897			Ensembl
ENSG00000283321	AHR	196	Ensembl
ENSG00000017260	ATP2C1	27032	RussLampel
ENSG00000200550	RNU6-137P	106481220	Ensembl
ENSG00000258656			Ensembl
ENSG00000230046	BIRC6-AS1	100874009	Ensembl
ENSG00000216077	MIR887	100126347	Ensembl
ENSG00000272382			Ensembl
81846	SBF2	81846	dGene
ENSG00000160606	TLCD1	116238	Ensembl
1544	PRKAB2	5565	GuideToPharmacologyGenes
ENSG00000257609			Ensembl
ENSG00000240827			Ensembl
ENSG00000267102			Ensembl
ENSG00000201950	SNORD113-9	767569	Ensembl
ENSG00000126602	TRAP1	10131	Ensembl
ENSG00000112812	PRSS16	10279	Ensembl
ENSG00000241899	TPT1P3	100421439	Ensembl
ENSG00000251886	RNU6-120P	106479619	Ensembl
ENSG00000275401			Ensembl
KIT	KIT	3815	DoCM
ENSG00000284503	MIR3652	100500842	Ensembl
ENSG00000202177			Ensembl
KNSTRN	KNSTRN	90417	GO
ENSG00000246477			Ensembl
ENSG00000011566	MAP4K3	8491	RussLampel
ENSG00000217783	LDHAL6FP	100420477	Ensembl
25	ABL1	25	dGene
PLCZ1	PLCZ1	89869	GO
ENSG00000273497			Ensembl
AUTS2	AUTS2	26053	GO
ENSG00000201372	RNU6-1251P	106480112	Ensembl
ENSG00000263629	MIR5586	100847088	Ensembl
ENSG00000277610	RNVU1-4	101954264	Ensembl
P11177	PDHB	5162	TdgClinicalTrial
NR6A1	NR6A1	2649	GO
ENSG00000172578	KLHL6	89857	HingoraniCasas
ENSG00000243777			Ensembl
ENSG00000269957			Ensembl
GABPA	GABPA	2551	GO
ZNF675	ZNF675	171392	GO
ENSG00000231442	LARP1BP1	644578	Ensembl
ENSG00000217227			Ensembl
1674	ADAMTS1	9510	GuideToPharmacologyGenes
ENSG00000233670	PIRT	644139	Ensembl
ENSG00000162576	MXRA8	54587	Ensembl
ENSG00000199248	RNU6-28P	100873756	Ensembl
ENSG00000186854	TRABD2A	129293	Ensembl
ENSG00000241859	ANOS2P	3734	Ensembl
ENSG00000258661			Ensembl
ENSG00000105825	TFPI2	7980	HingoraniCasas
ENSG00000163126	ANKRD23	200539	Ensembl
ENSG00000265844			Ensembl
ENSG00000260062	GOLGA2P11	255180	Ensembl
ENSG00000257507	LINC02373	105369822	Ensembl
390082	OR52E5	390082	dGene
ENSG00000224451	ATP5F1P1	100422523	Ensembl
ENSG00000095777	MYO3A	53904	HingoraniCasas
Q13936	CACNA1C	775	HopkinsGroom
ENSG00000198752	CDC42BPB	9578	HingoraniCasas
ENSG00000276544	RN7SL453P	106481046	Ensembl
ENSG00000258945			Ensembl
ENSG00000197408	CYP2B6	1555	Ensembl
ENSG00000264569			Ensembl
ENSG00000215117	LINC00588	26138	Ensembl
ENSG00000065457	ADAT1	23536	Ensembl
ENSG00000170214	ADRA1B	147	RussLampel
SCNN1G	SCNN1G	6340	GO
ENSG00000207231			Ensembl
ENSG00000228316	MTATP6P19	107075275	Ensembl
HCST	HCST	10870	GO
ENSG00000223955	MTND6P1	100499469	Ensembl
ENSG00000259984			Ensembl
ENSG00000108176	DNAJC12	56521	Ensembl
481			GuideToPharmacologyInteractions
ENSG00000262623			Ensembl
2241	TEX14	56155	GuideToPharmacologyGenes
ENSG00000124357	NAGK	55577	Ensembl
ENSG00000136108	CKAP2	26586	Ensembl
ENSG00000243479	MNX1-AS1	645249	Ensembl
ENSG00000184445	KNTC1	9735	Ensembl
ENSG00000261040	WFDC21P	645638	Ensembl
ENSG00000266282	UBL5P2	100287215	Ensembl
ENSG00000251941	RNA5SP116	100873386	Ensembl
ENSG00000268745			Ensembl
ENSG00000254069			Ensembl
ENSG00000133624	ZNF767P	79970	Ensembl
ENSG00000198681	MAGEA1	4100	Ensembl
ENSG00000180891	CUEDC1	404093	Ensembl
ENSG00000177272	KCNA3	3738	RussLampel
ENSG00000226946			Ensembl
ENSG00000232437	RPS26P42	100271568	Ensembl
ENSG00000248708	LINC02144	105379069	Ensembl
HNRNPF	HNRNPF	3185	GO
536			GuideToPharmacologyInteractions
ENSG00000227001	NBPF2P	343381	Ensembl
ENSG00000237671	GAGE12C	729422	Ensembl
ENSG00000232354	VIPR1-AS1	100874007	Ensembl
TOP1	TOP1	7150	MskImpact
ENSG00000207633	MIR505	574508	Ensembl
ENSG00000229731			Ensembl
ENSG00000204371	EHMT2	10919	HingoraniCasas
ENSG00000181457	OR10G8	219869	RussLampel
ENSG00000021645	NRXN3	9369	HingoraniCasas
ENSG00000266932			Ensembl
TTDS00200	PDE3A	5139	TTD
ENSG00000243104	MTND4LP14	107075305	Ensembl
ENSG00000174718	KIAA1551	55196	Ensembl
ENSG00000256826	ATP5J2P4	654485	Ensembl
ENSG00000274641	HIST1H2BO	8348	Ensembl
ENSG00000225173			Ensembl
ENSG00000216316			Ensembl
ENSG00000233406			Ensembl
ENSG00000224557	HLA-DPB2	3116	Ensembl
390436	OR4K17	390436	dGene
ENSG00000254172	RNU5A-3P	100873831	Ensembl
ENSG00000180096	SEPT1	1731	Ensembl
ENSG00000125510	OPRL1	4987	Ensembl
ENSG00000279205			Ensembl
ENSG00000213108	BTF3L4P3	391040	Ensembl
ENSG00000260924	LINC01311	100652736	Ensembl
ENSG00000167992	VWCE	220001	Ensembl
ENSG00000203942	C10ORF62	414157	Ensembl
TS			CarisMolecularIntelligence
2066	ERBB4	2066	dGene
ENSG00000231312			Ensembl
ENSG00000225622	PPIAP17	170540	Ensembl
ENSG00000225884			Ensembl
ENSG00000122512	PMS2	5395	RussLampel
ENSG00000232806			Ensembl
ENSG00000254105	VENTXP6	552879	Ensembl
ENSG00000112079	STK38	11329	RussLampel
ENSG00000199676			Ensembl
ENSG00000162434	JAK1	3716	Ensembl
P04637	TP53	7157	HopkinsGroom
ENSG00000258663			Ensembl
ENSG00000238272			Ensembl
ENSG00000146374	RSPO3	84870	Ensembl
79334	OR11H2	79334	dGene
ENSG00000131781	FMO5	2330	HingoraniCasas
SCN9A	SCN9A	6335	BaderLabGenes
ENSG00000271614	ATP2B1-AS1	338758	Ensembl
ENSG00000171763	SPATA5L1	79029	Ensembl
733	C8G	733	GuideToPharmacologyInteractions
ENSG00000234439	KRT18P2	54044	Ensembl
SERPINF1	SERPINF1	5176	GO
ENSG00000121361	KCNJ8	3764	HingoraniCasas
ENSG00000168453	HR	55806	Ensembl
ENSG00000199975	RN7SKP243	106481819	Ensembl
722	GJD3	125111	GuideToPharmacologyInteractions
O00757	FBP2	8789	TdgClinicalTrial
1134			GuideToPharmacologyInteractions
ENSG00000264128	RN7SL713P	106480381	Ensembl
GPR50	GPR50	9248	GO
351	RXFP1	59350	GuideToPharmacologyInteractions
Q9UGM3	DMBT1	1755	HopkinsGroom
KCNF1	KCNF1	3754	ChemblInteractions
GINS2	GINS2	51659	GO
602	NR1H3	10062	GuideToPharmacologyInteractions
ENSG00000233918			Ensembl
ENSG00000233906			Ensembl
ENSG00000225024			Ensembl
1434	PLD2	5338	GuideToPharmacologyGenes
ENSG00000223691			Ensembl
ENSG00000252246	RNA5SP92	100873325	Ensembl
ENSG00000276522	RN7SL462P	106479391	Ensembl
ENSG00000252047			Ensembl
ENSG00000259448	LINC02352	102725022	Ensembl
ENSG00000164220	F2RL2	2151	HingoraniCasas
ENSG00000188985	DHFRP1	573971	Ensembl
ENSG00000226008	SEPT14P3	107105265	Ensembl
ENSG00000278558	TMEM191B	728229	Ensembl
ENSG00000170323	FABP4	2167	Ensembl
ENSG00000224692			Ensembl
ENSG00000185352	HS6ST3	266722	Ensembl
ENSG00000254959	INMT-MINDY4	100526825	Ensembl
ENSG00000112079	STK38	11329	HingoraniCasas
ENSG00000259240	MIR4713HG	109729174	Ensembl
ENSG00000111262	KCNA1	3736	RussLampel
P28702	RXRB	6257	HopkinsGroom
ENSG00000201607	RNU4-16P	106479566	Ensembl
ENSG00000232252			Ensembl
1575	NPEPPS	9520	GuideToPharmacologyGenes
TCL1B	TCL1B	9623	GO
MPSL1	MMP7	4316	ChemblInteractions
ENSG00000233893	EZR-AS1	101409257	Ensembl
ENSG00000260571	BNIP3P5	100421724	Ensembl
ENSG00000177425	PAWR	5074	Ensembl
ENSG00000204816	FGF7P5	653453	Ensembl
84236	RHBDD1	84236	dGene
2503	PIK3R1	5295	GuideToPharmacologyGenes
ENSG00000150656	CNDP1	84735	RussLampel
CPA1	CPA1	1357	GO
ENSG00000248249			Ensembl
ENSG00000075673	ATP12A	479	RussLampel
ENSG00000128918	ALDH1A2	8854	RussLampel
ENSG00000272337	RNU6-90P	106481205	Ensembl
350383	GPR142	350383	dGene
ENSG00000221972	C3ORF36	80111	Ensembl
ENSG00000276857	MIR6715A	102466189	Ensembl
ENSG00000267283			Ensembl
ENSG00000135926	TMBIM1	64114	Ensembl
ENSG00000136273	HUS1	3364	Ensembl
ENSG00000255519			Ensembl
ENSG00000178562	CD28	940	Ensembl
SETDB2	SETDB2	83852	GO
ENSG00000107581	EIF3A	8661	Ensembl
11315	PARK7	11315	dGene
ENSG00000123999	INHA	3623	HingoraniCasas
ENSG00000238840	SNORD118	727676	Ensembl
ENSG00000264876			Ensembl
CDK17	CDK17	5128	GO
ENSG00000258420			Ensembl
ENSG00000202332			Ensembl
ENSG00000187997	C17ORF99	100141515	HingoraniCasas
ENSG00000229068	TMPOP1	100129772	Ensembl
ENSG00000102001	CACNA1F	778	Ensembl
ENSG00000110090	CPT1A	1374	Ensembl
ENSG00000241461	RN7SL182P	106479287	Ensembl
ENSG00000229379			Ensembl
ENSG00000256458			Ensembl
ENSG00000143126	CELSR2	1952	RussLampel
ENSG00000119523	ALG2	85365	Ensembl
ENSG00000238038	ATP6V0E1P3	100133262	Ensembl
ENSG00000272501			Ensembl
ENSG00000232503	CYCSP8	360160	Ensembl
ENSG00000183130	OR2T11	127077	RussLampel
ENSG00000120457	KCNJ5	3762	RussLampel
ENSG00000275332			Ensembl
ENSG00000275996	SNORD27	9301	Ensembl
ENSG00000130589	HELZ2	85441	Ensembl
ENSG00000277932	OR52E5	390082	Ensembl
ENSG00000131791	PRKAB2	5565	Ensembl
ENSG00000251842	RNU6-732P	106479890	Ensembl
ENSG00000274903			Ensembl
ENSG00000088970	KIZ	55857	Ensembl
ENSG00000139263	LRIG3	121227	Ensembl
ENSG00000230528	NOS2P3	339256	Ensembl
P01583	IL1A	3552	TdgClinicalTrial
ENSG00000108878	CACNG1	786	Ensembl
MC1R	MC1R	4157	GO
ENSG00000214113	LYRM4	57128	Ensembl
ENSG00000278771	RN7SL3	378707	Ensembl
ENSG00000254981			Ensembl
ENSG00000169155	ZBTB43	23099	Ensembl
O94806	PRKD3	23683	TdgClinicalTrial
MAP3K2	MAP3K2	10746	GO
1322	CYP2A7	1549	GuideToPharmacologyGenes
ENSG00000231063			Ensembl
ENSG00000252395	RNU6-1007P	106480629	Ensembl
ENSG00000251805	SCARNA21	677763	Ensembl
516	KCNK4	50801	GuideToPharmacologyInteractions
RTN4RL2	RTN4RL2	349667	GO
ENSG00000244356	RN7SL398P	106481032	Ensembl
CTSL1	CTSL	1514	NCI
ENSG00000252441	SNORA64	26784	Ensembl
ENSG00000143217	NECTIN4	81607	Ensembl
ENSG00000232986			Ensembl
ENSG00000234081	ELOCP10	100462871	Ensembl
TMEM189-UBE2V1	TMEM189-UBE2V1	387522	GO
ENSG00000271340			Ensembl
ENSG00000233840	PCDH9-AS4	100874087	Ensembl
RBX1	RBX1	9978	GO
ENSG00000140479	PCSK6	5046	HingoraniCasas
ENSG00000131507	NDFIP1	80762	HingoraniCasas
NUP214	NUP214	8021	GO
390037	OR52I1	390037	dGene
ENSG00000226410			Ensembl
2328	APEH	327	GuideToPharmacologyInteractions
ENSG00000144362	PHOSPHO2	493911	Ensembl
ENSG00000260451	GEMIN8P2	644600	Ensembl
ARAF	ARAF	369	CGI
Q9Y337	KLK5	25818	HopkinsGroom
ENSG00000278133			Ensembl
ENSG00000201955	RNY3P1	106478984	Ensembl
ENSG00000066230	SLC9A3	6550	Ensembl
A0A0A6YYJ9			GO
ENSG00000113073	SLC4A9	83697	RussLampel
952	SLC9A5	6553	GuideToPharmacologyInteractions
ENSG00000268521	VN1R83P	100312828	Ensembl
Q9NYX4	CALY	50632	TdgClinicalTrial
ENSG00000207330	RNU6-73P	106478989	Ensembl
PLD1	PLD1	5337	GO
ENSG00000233246			Ensembl
ENSG00000232579	MTCO1P27	107075168	Ensembl
ENSG00000151327	FAM177A1	283635	Ensembl
ZDHHC13	ZDHHC13	54503	GO
ENSG00000223669			Ensembl
ENSG00000092140	G2E3	55632	Ensembl
ENSG00000108272	DHRS11	79154	RussLampel
ENSG00000223290	RNA5SP107	100873377	Ensembl
ENSG00000212440	SNORA75	654321	Ensembl
ENSG00000124067	SLC12A4	6560	HingoraniCasas
ENSG00000283669			Ensembl
MAP2K2	MAP2K2	5605	MyCancerGenomeClinicalTrial
ENSG00000278292	RFPL4AP6	100130079	Ensembl
ENSG00000243531			Ensembl
ENSG00000242071	RPL7AP6	326310	Ensembl
ENSG00000198879	SFMBT2	57713	Ensembl
ENSG00000280347			Ensembl
HSPH1	HSPH1	10808	GO
ENSG00000205927	OLIG2	10215	Ensembl
ENSG00000273084			Ensembl
ENSG00000163406	SLC15A2	6565	HingoraniCasas
ENSG00000178726	THBD	7056	Ensembl
ENSG00000223282	RN7SKP165	106480367	Ensembl
LMPX	PSMB5	5693	ChemblInteractions
ENSG00000188668	OR7E90P	79537	RussLampel
P13866	SLC5A1	6523	TdgClinicalTrial
768	ABCB1	5243	GuideToPharmacologyGenes
ENSG00000254634	SMG1P6	100422558	Ensembl
ENSG00000166558	SLC38A8	146167	Ensembl
ENSG00000244653	UBFD1P1	100130484	Ensembl
Q06203	PPAT	5471	HopkinsGroom
ENSG00000234149			Ensembl
ENSG00000250071			Ensembl
ENSG00000239822	RN7SL754P	106479497	Ensembl
ENSG00000274002			Ensembl
ENSG00000127074	RGS13	6003	Ensembl
ENSG00000272138	LINC01607	101927067	Ensembl
ENSG00000242330	RN7SL683P	106481109	Ensembl
Q16873	LTC4S	4056	HopkinsGroom
2875	PPME1	51400	GuideToPharmacologyInteractions
PLD3	PLD3	23646	GO
MAP2K1	MAP2K1	5604	FoundationOneGenes
ENSG00000274183	H2AFB1	474382	Ensembl
Q8NGP8	OR5M1	390168	HopkinsGroom
ABCA1	ABCA1	19	NCI
ENSG00000113525	IL5	3567	Ensembl
ENSG00000155324	GRAMD2B	65983	Ensembl
ENSG00000248330	LINC00613	100507528	Ensembl
O14514	ADGRB1	575	HopkinsGroom
ENSG00000229431			Ensembl
ENSG00000113555	PCDH12	51294	Ensembl
ENSG00000107938	EDRF1	26098	Ensembl
1659	ADAM11	4185	GuideToPharmacologyGenes
CACNA1I	CACNA1I	8911	BaderLabGenes
ENSG00000199564	RNA5SP502	100873553	Ensembl
ENSG00000271709			Ensembl
PLCG2	PLCG2	5336	CGI
A2ML1	A2ML1	144568	GO
LHCGR	LHCGR	3973	GO
ENSG00000170345	FOS	2353	HingoraniCasas
PPARD	PPARD	5467	NCI
ENSG00000276823			Ensembl
ENSG00000225867			Ensembl
ENSG00000252837	RN7SKP99	106479138	Ensembl
GRM7	GRM7	2917	GO
ENSG00000197713	RPE	6120	Ensembl
ENSG00000036448	MYOM2	9172	Ensembl
ENSG00000237254	TRBV30	28557	Ensembl
DAPK2	DAPK2	23604	GO
ENSG00000173295	FAM86B3P	286042	Ensembl
ENSG00000167554	ZNF610	162963	Ensembl
ENSG00000216490	IFI30	10437	HingoraniCasas
FGFR1	FGFR1	2260	CarisMolecularIntelligence
ENSG00000269032			Ensembl
18	ADORA1	134	GuideToPharmacologyGenes
ENSG00000258822	OR4K16P	81126	Ensembl
APH-1	APH1A	51107	TALC
O60285	NUAK1	9891	HopkinsGroom
ENSG00000120664	SPART-AS1	100507135	Ensembl
ENSG00000115590	IL1R2	7850	HingoraniCasas
Q9BPV8	P2RY13	53829	TdgClinicalTrial
TTDS00138	IL1R1	3554	TTD
ENSG00000135333	EPHA7	2045	RussLampel
ENSG00000226058			Ensembl
ENSG00000144747	TMF1	7110	Ensembl
ENSG00000284735			Ensembl
ENSG00000253940			Ensembl
ENSG00000263787	SKAP1-AS1	110806289	Ensembl
ENSG00000204740	MALRD1	340895	Ensembl
ENSG00000080293	SCTR	6344	HingoraniCasas
TLR2	TLR2	7097	GO
ENSG00000254316			Ensembl
BCR	BCR	613	TALC
2521	SGMS2	166929	GuideToPharmacologyInteractions
ENSG00000164122	ASB5	140458	Ensembl
ENSG00000231245	C1DP1	554049	Ensembl
ENSG00000122550	KLHL7	55975	Ensembl
ENSG00000166404	SERPINB10	5273	RussLampel
ENSG00000259446			Ensembl
187	APLNR	187	dGene
ENSG00000178193			Ensembl
ENSG00000186795	KCNK18	338567	HingoraniCasas
ENSG00000134419	RPS15A	6210	Ensembl
ENSG00000225443			Ensembl
ENSG00000165828	PRAP1	118471	HingoraniCasas
ENSG00000185883	ATP6V0C	527	Ensembl
ENSG00000174576	NPAS4	266743	Ensembl
SRY	SRY	6736	NCI
ENSG00000251147			Ensembl
ENSG00000184481	FOXO4	4303	Ensembl
ENSG00000180785	OR51E1	143503	RussLampel
ENSG00000125534	PPDPF	79144	Ensembl
USP5	USP5	8078	GO
ENSG00000268320	SCGB1C2	653486	Ensembl
ENSG00000200248	RNA5SP214	100873474	Ensembl
SMYD1	SMYD1	150572	GO
SPO11	SPO11	23626	GO
TTDC00328	APOC3	345	TTD
ENSG00000103126	AXIN1	8312	Ensembl
ENSG00000261286	ATP2C2-AS1	105371374	Ensembl
ENSG00000255804	OR6J1	79549	Ensembl
ENSG00000178917	ZNF852	285346	Ensembl
ENSG00000232650	LINC01780	105378934	Ensembl
ENSG00000257398			Ensembl
ENSG00000184584	TMEM173	340061	Ensembl
78	CCRL2	9034	GuideToPharmacologyInteractions
ENSG00000284745			Ensembl
ENSG00000233735			Ensembl
ENSG00000157514	TSC22D3	1831	Ensembl
TTDC00188	CD40	958	TTD
ENSG00000121743	GJA3	2700	Ensembl
FYN	FYN	2534	ChemblInteractions
AKT2	AKT2	208	MyCancerGenomeClinicalTrial
ENSG00000235962	RPL7AP53	401640	Ensembl
ENSG00000235616	ST13P2	344328	Ensembl
ENSG00000224517	HTR2A-AS1	100874082	Ensembl
ENSG00000145916	RMND5B	64777	Ensembl
ENSG00000148337	CIZ1	25792	Ensembl
ENSG00000105974	CAV1	857	Ensembl
ENSG00000174429	ABRA	137735	Ensembl
TTDS00130			TTD
ENSG00000207586	MIR135A2	406926	Ensembl
ENSG00000273610	RN7SL386P	106479364	Ensembl
ENSG00000238500	RNU7-87P	100873842	Ensembl
ENSG00000177462	OR2T8	343172	RussLampel
26539	OR10H1	26539	dGene
ENSG00000142408	CACNG8	59283	Ensembl
ENSG00000155465	SLC7A7	9056	RussLampel
ENSG00000159377	PSMB4	5692	HingoraniCasas
ENSG00000126264	HCST	10870	Ensembl
ENSG00000100292	HMOX1	3162	Ensembl
ENSG00000270762	FXYD6P1	100128934	Ensembl
ENSG00000115425	PECR	55825	Ensembl
ENSG00000264092	RN7SL474P	106481052	Ensembl
POLR2C	POLR2C	5432	GO
THBD	THBD	7056	NCI
164656	TMPRSS6	164656	dGene
ENSG00000258915	BHLHB9P1	100431177	Ensembl
ENSG00000271150			Ensembl
ENSG00000188782	CATSPER4	378807	Ensembl
ENSG00000248672	LY75-CD302	100526664	Ensembl
402682	UFSP1	402682	dGene
ENSG00000212319			Ensembl
79310	OR5H2	79310	dGene
P42574	CASP3	836	HopkinsGroom
ENSG00000132010	ZNF20	7568	Ensembl
ENSG00000235830	SRGAP3-AS4	101927440	Ensembl
PKMYT1	PKMYT1	9088	GO
Q9NYV4	CDK12	51755	HopkinsGroom
ENSG00000140009	ESR2	2100	Ensembl
ENSG00000165259	HDX	139324	Ensembl
ENSG00000266998			Ensembl
ENSG00000229907	DEFB108A	503694	Ensembl
ENSG00000263973	MIR4760	100616148	Ensembl
ENSG00000284594	MIR7847	102465993	Ensembl
P04181	OAT	4942	HopkinsGroom
ENSG00000227345	PARG	8505	Ensembl
ENSG00000139734	DIAPH3	81624	Ensembl
ENSG00000259277			Ensembl
8720	MBTPS1	8720	dGene
AURKB	AURKB	9212	MskImpact
1166	SLC37A2	219855	GuideToPharmacologyGenes
ENSG00000197020	ZNF100	163227	Ensembl
ENSG00000258090			Ensembl
728386	USP17L5	728386	dGene
ENSG00000232391	RANP2	100874191	Ensembl
ENSG00000249262			Ensembl
ENSG00000172757	CFL1	1072	Ensembl
ENSG00000250321			Ensembl
GCG	GCG	2641	GO
ENSG00000207941	MIR552	693137	Ensembl
ENSG00000185966	LCE3E	353145	Ensembl
ENSG00000250899			Ensembl
ENSG00000233668			Ensembl
ENSG00000211820	TRAV41	28640	Ensembl
ENSG00000184209	SNRNP35	11066	Ensembl
440	KCNJ16	3773	GuideToPharmacologyGenes
TIMP4	TIMP4	7079	GO
ENSG00000106268	NUDT1	4521	Ensembl
ENSG00000268400			Ensembl
ENSG00000163687	DNASE1L3	1776	Ensembl
ENSG00000140263	SORD	6652	HingoraniCasas
ENSG00000225497	KCNMA1-AS2	101929310	Ensembl
ENSG00000236538	ZNF863P	100419682	Ensembl
ENSG00000271079	CTAGE15	441294	Ensembl
ENSG00000199731	RNU6-1079P	106480040	Ensembl
ENSG00000008128	CDK11A	728642	HingoraniCasas
ENSG00000274022			Ensembl
ENSG00000100142	POLR2F	5435	Ensembl
ENSG00000105609	LILRB5	10990	Ensembl
ENSG00000255105			Ensembl
ENSG00000267144			Ensembl
Q9BZJ3	TPSD1	23430	HopkinsGroom
ENSG00000188038	NRN1L	123904	Ensembl
ENSG00000280251			Ensembl
ENSG00000236005			Ensembl
SMO	SMO	6608	MyCancerGenomeClinicalTrial
ENSG00000237090			Ensembl
ENSG00000254340			Ensembl
ENSG00000202215	RNU1-51P	106480163	Ensembl
703	CLCN4	1183	GuideToPharmacologyGenes
ENSG00000200527	RNA5SP457	100873702	Ensembl
ENSG00000197641	SERPINB13	5275	Ensembl
ENSG00000100722	ZC3H14	79882	Ensembl
PKDREJ	PKDREJ	10343	GO
ENSG00000267551			Ensembl
ENSG00000270024	C8ORF44-SGK3	100533105	HingoraniCasas
ENSG00000233635			Ensembl
CHEK2	CHEK2	11200	GO
ENSG00000136531	SCN2A	6326	RussLampel
ENSG00000270474	IGHV3-29	28440	Ensembl
PSMD3	PSMD3	5709	GO
ENSG00000124203	ZNF831	128611	Ensembl
ENSG00000254490	OR5M7P	79508	Ensembl
ENSG00000181790	ADGRB1	575	Ensembl
ENSG00000249771			Ensembl
ENSG00000175356	SCUBE2	57758	Ensembl
ENSG00000253280			Ensembl
ENSG00000102096	PIM2	11040	HingoraniCasas
ENSG00000277041			Ensembl
ENSG00000183813	CCR4	1233	HingoraniCasas
ENSG00000267456			Ensembl
Q14012	CAMK1	8536	HopkinsGroom
ENSG00000254349	MIR2052HG	441355	Ensembl
ENSG00000164588	HCN1	348980	Ensembl
DIP2A	DIP2A	23181	GO
ENSG00000254463			Ensembl
ENSG00000244194	RN7SL218P	106480981	Ensembl
ENSG00000214313	AZGP1P1	646282	Ensembl
ENSG00000137992	DBT	1629	Ensembl
ENSG00000263503	MAPK8IP1P2	644172	Ensembl
ENSG00000032742	IFT88	8100	Ensembl
ENSG00000232712	KIZ-AS1	101929591	Ensembl
ENSG00000229755			Ensembl
KCNA3	KCNA3	3738	GO
ENSG00000173890	GPR160	26996	Ensembl
ENSG00000275989			Ensembl
ENSG00000143127	ITGA10	8515	Ensembl
ENSG00000237972	TUBG1P	442673	Ensembl
ENSG00000199635			Ensembl
ENSG00000270779			Ensembl
ENSG00000256594			Ensembl
ENSG00000275945	EIF3FP1	54053	Ensembl
EEF1A1	EEF1A1	1915	NCI
ENSG00000232627			Ensembl
ENSG00000171943	SRGAP2C	653464	Ensembl
ENSG00000164508	HIST1H2AA	221613	Ensembl
P01374	LTA	4049	TdgClinicalTrial
ENSG00000215284			Ensembl
ENSG00000221840	OR4A5	81318	Ensembl
ENSG00000241511			Ensembl
CRKL	CRKL	1399	GO
ENSG00000131944	FAAP24	91442	Ensembl
ENSG00000268500	SIGLEC5	8778	Ensembl
ENSG00000267172			Ensembl
ENSG00000086159	AQP6	363	Ensembl
1816	DRD5	1816	dGene
ENSG00000196704	AMZ2	51321	Ensembl
MARK2	MARK2	2011	GO
ENSG00000177105	RHOG	391	Ensembl
ENSG00000164692	COL1A2	1278	HingoraniCasas
ENSG00000092607	TBX15	6913	Ensembl
TTDR01266	MMP8	4317	TTD
ENSG00000102871	TRADD	8717	Ensembl
ENSG00000146414	SHPRH	257218	Ensembl
SLC2A3	SLC2A3	6515	NCI
302			GuideToPharmacologyInteractions
ENSG00000170160	CCDC144A	9720	Ensembl
ENSG00000110013	SIAE	54414	Ensembl
EZH2	EZH2	2146	GO
CHRNA2	CHRNA2	1135	GO
ENSG00000248369			Ensembl
ENSG00000248322			Ensembl
ENSG00000201178			Ensembl
ENSG00000185897	FFAR3	2865	Ensembl
ENSG00000197376	OR8S1	341568	RussLampel
ENSG00000237991	RPL35P1	440737	Ensembl
ENSG00000184185	KCNJ12	3768	HingoraniCasas
Q16538	GPR162	27239	HopkinsGroom
1005	SLC17A4	10050	GuideToPharmacologyGenes
ENSG00000225152			Ensembl
ENSG00000239951	IGKV3-20	28912	Ensembl
AURORA A	AURKA	6790	TALC
ENSG00000235174			Ensembl
ENSG00000109458	GAB1	2549	Ensembl
ENSG00000196981	WDR5B	54554	Ensembl
ENSG00000134531	EMP1	2012	Ensembl
STRAP	STRAP	11171	NCI
ENSG00000251055			Ensembl
ENSG00000277062	RN7SL88P	106480945	Ensembl
1657	ADAM9	8754	GuideToPharmacologyGenes
ENSG00000273648	MIR8065	102465867	Ensembl
ENSG00000176531	PHLDB3	653583	Ensembl
ENSG00000256484			Ensembl
ENSG00000214295	FOXO1B	2311	Ensembl
